CustomerKey,Customer Code,Title,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,House Ownership,Cars Owned,Continent,City,State,CountryRegion,Address Line 1,Address Line 2,Phone,Date First Purchase,Customer Type,Company Name
15432,26431,,"Rai, Shaun",16-08-1974 00:00,S,M,60000,0,0,Bachelors,Professional,House Owner,4,Asia,Lane Cove,New South Wales,Australia,2308 Mi Casa Court,,1 (11) 500 555-0140,17-06-2004 00:00,Person,
16341,27340,,"Carlson, Francis",05-06-1976 00:00,S,M,80000,0,0,Bachelors,Professional,House Owner,2,Asia,Springwood,New South Wales,Australia,7792 Woodruff Lane,,1 (11) 500 555-0166,20-05-2003 00:00,Person,
16342,27341,,"Sanz, Kari",21-09-1976 00:00,S,F,80000,0,0,Bachelors,Professional,No Owner,2,Asia,Lavender Bay,New South Wales,Australia,1884 Scottsdale Road,,1 (11) 500 555-0142,21-05-2003 00:00,Person,
16346,27345,,"Shan, Darrell",17-02-1975 00:00,S,M,80000,0,0,Bachelors,Professional,No Owner,3,Asia,Port Macquarie,New South Wales,Australia,3980 Park Glenn,,1 (11) 500 555-0117,29-04-2004 00:00,Person,
16362,27361,,"Yang, Valerie",11-07-1971 00:00,S,F,80000,0,0,Bachelors,Professional,No Owner,4,Asia,Milsons Point,New South Wales,Australia,7568 Prestwick Court,,1 (11) 500 555-0195,22-03-2004 00:00,Person,
16971,27970,,"Andersen, Willie",09-09-1975 00:00,M,M,80000,0,0,Bachelors,Professional,House Owner,2,Asia,North Ryde,New South Wales,Australia,8000 Kiska Court,,1 (11) 500 555-0150,06-10-2003 00:00,Person,
16972,27971,,"Jai, Jodi",01-03-1974 00:00,S,F,80000,0,0,Bachelors,Professional,No Owner,3,Asia,Goulburn,New South Wales,Australia,7446 The Alameda,,1 (11) 500 555-0121,02-05-2004 00:00,Person,
16979,27978,,"Luo, Barbara",13-04-1971 00:00,S,F,80000,0,0,Bachelors,Professional,House Owner,4,Asia,Milsons Point,New South Wales,Australia,5259 Prestwick Dr.,,1 (11) 500 555-0129,08-08-2003 00:00,Person,
16980,27979,,"Zeng, Ramon",23-09-1971 00:00,M,M,80000,0,0,Bachelors,Professional,House Owner,4,Asia,Newcastle,New South Wales,Australia,426 San Rafael,,1 (11) 500 555-0111,03-02-2004 00:00,Person,
16981,27980,,"Hu, Crystal",05-05-1971 00:00,M,F,80000,0,0,Bachelors,Professional,No Owner,4,Asia,Darlinghurst,New South Wales,Australia,6022 La Salle Ct.,,1 (11) 500 555-0126,17-11-2003 00:00,Person,
17929,28928,,"Wu, Margaret",19-06-1976 00:00,S,F,80000,0,0,Bachelors,Professional,No Owner,2,Asia,Silverwater,New South Wales,Australia,6559 Via Rerrari,,1 (11) 500 555-0182,30-09-2003 00:00,Person,
17931,28930,,"Kapoor, Jarrod",27-05-1975 00:00,M,M,80000,0,0,Bachelors,Professional,House Owner,2,Asia,Sydney,New South Wales,Australia,5966 Krueger Dr.,,1 (11) 500 555-0144,12-06-2004 00:00,Person,
17932,28931,,"Jiménez, Darren",06-11-1975 00:00,M,M,80000,0,0,Bachelors,Professional,House Owner,3,Asia,Malabar,New South Wales,Australia,9161 Napa St.,,1 (11) 500 555-0159,19-12-2003 00:00,Person,
17942,28941,,"Moreno, Deanna",02-04-1974 00:00,S,F,80000,0,0,Bachelors,Professional,No Owner,3,Asia,Goulburn,New South Wales,Australia,7897 Standing Grove Dr.,,1 (11) 500 555-0129,24-04-2004 00:00,Person,
97,11096,,"Anand, Andrés",10-08-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,North Sydney,New South Wales,Australia,5423 Los Gatos Ct.,,1 (11) 500 555-0184,12-10-2001 00:00,Person,
100,11099,,"Ross, Adam",08-03-1961 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,4378 Westminster Place,,1 (11) 500 555-0186,08-10-2001 00:00,Person,
108,11107,,"Lin, Bianca",09-09-1959 00:00,M,F,90000,1,0,Bachelors,Professional,House Owner,1,Asia,St. Leonards,New South Wales,Australia,7530 Eola,,1 (11) 500 555-0121,01-11-2001 00:00,Person,
755,11754,,"Ortega, Janet",08-07-1970 00:00,M,F,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Malabar,New South Wales,Australia,4921 Oakwood Circle,,1 (11) 500 555-0182,16-01-2002 00:00,Person,
901,11900,,"Carlson, Byron",07-03-1970 00:00,S,M,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Newcastle,New South Wales,Australia,4002 Fawn Glen Circle,,1 (11) 500 555-0115,24-03-2002 00:00,Person,
992,11991,,"Martinez, Frederick",10-08-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Milsons Point,New South Wales,Australia,3410 Hemlock Ave.,,1 (11) 500 555-0142,04-05-2002 00:00,Person,
2107,13106,,"Munoz, Ebony",08-07-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Malabar,New South Wales,Australia,6809 El Capitan Lane,,1 (11) 500 555-0113,18-12-2002 00:00,Person,
2133,13132,,"Vazquez, Casey",21-02-1959 00:00,S,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Sydney,New South Wales,Australia,4498 Dennis Circle,,1 (11) 500 555-0180,10-12-2002 00:00,Person,
2134,13133,,"Kennedy, Devon",19-08-1959 00:00,S,M,100000,5,0,Bachelors,Professional,House Owner,1,Asia,North Sydney,New South Wales,Australia,3518 Benita Way,,1 (11) 500 555-0153,16-12-2002 00:00,Person,
3058,14057,,"Alonso, Lance",24-11-1959 00:00,M,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,North Ryde,New South Wales,Australia,9602 C St.,,1 (11) 500 555-0115,07-03-2004 00:00,Person,
3304,14303,,"Ramos, Briana",20-06-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,2944 Shuey Ave.,,1 (11) 500 555-0174,23-03-2003 00:00,Person,
3306,14305,,"Shen, Brendan",11-07-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Goulburn,New South Wales,Australia,8396 Vista Way,,1 (11) 500 555-0162,23-03-2003 00:00,Person,
4209,15208,,"Luo, Colleen",05-10-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Lane Cove,New South Wales,Australia,3731 Broadmoor Avenue,,1 (11) 500 555-0125,08-04-2003 00:00,Person,
4213,15212,,"Henderson, Marcus",14-07-1961 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Goulburn,New South Wales,Australia,5979 La Corte Bonita,,1 (11) 500 555-0150,15-10-2003 00:00,Person,
4597,15596,,"Goel, Gilbert",02-01-1966 00:00,S,M,90000,2,0,Bachelors,Professional,House Owner,0,Asia,St. Leonards,New South Wales,Australia,3637 Pheasant Circle,,1 (11) 500 555-0149,28-05-2003 00:00,Person,
4801,15800,,"Serrano, Alberto",11-12-1959 00:00,S,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Lane Cove,New South Wales,Australia,7932 Pierce Ct.,,1 (11) 500 555-0112,02-06-2003 00:00,Person,
5686,16685,,"Dominguez, Robin",13-06-1962 00:00,S,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,3296 Trinity Ave,,1 (11) 500 555-0196,10-08-2001 00:00,Person,
5687,16686,,"Alonso, Kristine",15-07-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Malabar,New South Wales,Australia,290 Reed Way,,1 (11) 500 555-0163,05-08-2001 00:00,Person,
5696,16695,,"Serrano, Dwayne",27-04-1959 00:00,M,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Wollongong,New South Wales,Australia,9335 Wilke Drive,,1 (11) 500 555-0139,06-03-2004 00:00,Person,
6279,17278,,"Price, Isabella",09-11-1969 00:00,M,F,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Port Macquarie,New South Wales,Australia,3241 West Slough Rd.,,1 (11) 500 555-0147,23-09-2001 00:00,Person,
6333,17332,,"Green, Jonathan",02-04-1958 00:00,S,M,90000,2,0,Bachelors,Professional,House Owner,1,Asia,Goulburn,New South Wales,Australia,8703 Carleton Street,,1 (11) 500 555-0144,18-09-2001 00:00,Person,
7247,18246,,"Raje, Terrence",24-11-1970 00:00,M,M,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Springwood,New South Wales,Australia,3664 Colt Ct.,,1 (11) 500 555-0193,12-11-2001 00:00,Person,
7288,18287,,"Zeng, Heather",02-04-1933 00:00,M,F,40000,2,0,Bachelors,Professional,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,3237 Meager Dr,,1 (11) 500 555-0120,30-08-2003 00:00,Person,
7727,18726,,"Anand, Katrina",02-03-1962 00:00,S,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Matraville,New South Wales,Australia,1020 Carletto Drive,,1 (11) 500 555-0129,10-01-2002 00:00,Person,
7731,18730,,"Arthur, Johnathan",10-04-1959 00:00,M,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Malabar,New South Wales,Australia,4186 Silver Oaks Pl.,,1 (11) 500 555-0185,05-04-2004 00:00,Person,
7732,18731,,"Malhotra, Brett",02-07-1959 00:00,S,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Darlinghurst,New South Wales,Australia,6679 Cornelius Dr,,1 (11) 500 555-0150,27-01-2002 00:00,Person,
8561,19560,,"Martin, Randall",27-04-1970 00:00,M,M,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Newcastle,New South Wales,Australia,1042 Hooftrail Way,,1 (11) 500 555-0154,07-02-2002 00:00,Person,
8562,19561,,"Serrano, Orlando",20-05-1970 00:00,M,M,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Lane Cove,New South Wales,Australia,5439 Mcelroy Court,,1 (11) 500 555-0141,11-02-2002 00:00,Person,
8599,19598,,"Powell, Kaitlyn",09-12-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Sydney,New South Wales,Australia,9032 Santa Fe,,1 (11) 500 555-0180,09-02-2002 00:00,Person,
8623,19622,,"Yuan, Roger",26-12-1958 00:00,M,M,90000,2,0,Bachelors,Professional,House Owner,1,Asia,Lane Cove,New South Wales,Australia,3290 Lakewood Court,,1 (11) 500 555-0196,07-12-2003 00:00,Person,
9228,20227,,"Zhang, Louis",08-11-1966 00:00,M,M,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Silverwater,New South Wales,Australia,5099 Park Lane Circle,,1 (11) 500 555-0143,23-04-2002 00:00,Person,
9240,20239,,"Ortega, Jill",27-12-1967 00:00,M,F,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Coffs Harbour,New South Wales,Australia,2824 Meadowvale Court,,1 (11) 500 555-0199,25-04-2002 00:00,Person,
10192,21191,,"Lu, Willie",23-01-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Rhodes,New South Wales,Australia,8595 Mariposa Ct,,1 (11) 500 555-0130,06-07-2002 00:00,Person,
10193,21192,,"Sai, Regina",27-08-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,North Ryde,New South Wales,Australia,8274 Shady Lane,,1 (11) 500 555-0125,21-07-2002 00:00,Person,
10194,21193,,"Hernandez, Philip",15-01-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,North Ryde,New South Wales,Australia,324 Woodbury Place,,1 (11) 500 555-0111,01-07-2002 00:00,Person,
10195,21194,,"Nara, Tara",24-06-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,St. Leonards,New South Wales,Australia,5518 Baldwin Dr.,,1 (11) 500 555-0153,28-07-2002 00:00,Person,
10226,21225,,"Jai, Michele",16-10-1958 00:00,S,F,90000,2,0,Bachelors,Professional,House Owner,1,Asia,Newcastle,New South Wales,Australia,4250 Hungry Rd,,1 (11) 500 555-0184,09-08-2002 00:00,Person,
10947,21946,,"Deng, Michele",03-01-1969 00:00,M,F,90000,2,0,Bachelors,Professional,House Owner,0,Asia,Port Macquarie,New South Wales,Australia,24 Roslyn Drive,,1 (11) 500 555-0199,10-09-2002 00:00,Person,
11934,22933,,"Chande, Kelli",14-09-1962 00:00,S,F,60000,1,0,Bachelors,Professional,No Owner,1,Asia,North Sydney,New South Wales,Australia,606 Chelsea Way,,1 (11) 500 555-0161,28-12-2002 00:00,Person,
11945,22944,,"Lal, Jodi",12-04-1959 00:00,M,F,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,9593 Power Ave.,,1 (11) 500 555-0152,08-11-2003 00:00,Person,
11946,22945,,"Sanz, Linda",18-11-1959 00:00,M,F,90000,1,0,Bachelors,Professional,No Owner,1,Asia,Port Macquarie,New South Wales,Australia,1305 Black Point Pl.,,1 (11) 500 555-0198,21-09-2003 00:00,Person,
11947,22946,,"Kapoor, Bryant",18-05-1959 00:00,S,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,7068 Rock Drive,,1 (11) 500 555-0135,19-12-2002 00:00,Person,
11948,22947,,"Torres, Danielle",10-10-1933 00:00,S,F,40000,2,0,Bachelors,Professional,No Owner,1,Asia,Wollongong,New South Wales,Australia,9195 Park Glen Ct,,1 (11) 500 555-0166,04-09-2003 00:00,Person,
12526,23525,,"Rubio, Derrick",21-04-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,St. Leonards,New South Wales,Australia,9514 Plymouth Dr.,,1 (11) 500 555-0145,22-02-2003 00:00,Person,
12534,23533,,"Nath, Rafael",15-11-1959 00:00,S,M,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,4596 Flora Ave,,1 (11) 500 555-0198,13-02-2003 00:00,Person,
12538,23537,,"Hernandez, Victor",07-11-1959 00:00,M,M,90000,2,0,Bachelors,Professional,House Owner,1,Asia,Sydney,New South Wales,Australia,5351 Maryland Drive,,1 (11) 500 555-0197,15-05-2004 00:00,Person,
13462,24461,,"Sai, Ruth",07-08-1962 00:00,S,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Sydney,New South Wales,Australia,3543 Hilton Way,,1 (11) 500 555-0139,22-05-2003 00:00,Person,
13463,24462,,"Fernandez, Donald",26-08-1962 00:00,S,M,60000,1,0,Bachelors,Professional,No Owner,1,Asia,Wollongong,New South Wales,Australia,1902 E. 42nd Street,,1 (11) 500 555-0180,21-05-2003 00:00,Person,
14232,25231,,"Moore, Olivia",22-06-1959 00:00,S,F,90000,1,0,Bachelors,Professional,No Owner,1,Asia,Wollongong,New South Wales,Australia,2856 High St.,,1 (11) 500 555-0119,14-06-2003 00:00,Person,
15144,26143,,"Mehta, Michele",09-08-1959 00:00,M,F,90000,1,0,Bachelors,Professional,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,2809 Via Montana,,1 (11) 500 555-0174,05-01-2004 00:00,Person,
15759,26758,,"Zhang, Damien",02-03-1959 00:00,S,M,100000,5,0,Bachelors,Professional,House Owner,1,Asia,Matraville,New South Wales,Australia,5176 Conifer Court,,1 (11) 500 555-0118,28-03-2003 00:00,Person,
16695,27694,,"Gill, Lee",17-05-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Wollongong,New South Wales,Australia,3573 Holiday Hills,,1 (11) 500 555-0150,20-06-2004 00:00,Person,
16696,27695,,"Blanco, Leslie",15-08-1962 00:00,M,F,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Springwood,New South Wales,Australia,5601 Garrow Drive,,1 (11) 500 555-0157,02-06-2004 00:00,Person,
16697,27696,,"Rana, Ruben",02-10-1962 00:00,M,M,60000,1,0,Bachelors,Professional,House Owner,1,Asia,Silverwater,New South Wales,Australia,9369 Alovera Road,,1 (11) 500 555-0142,09-06-2004 00:00,Person,
18306,29305,,"Alvarez, Beth",13-05-1959 00:00,S,F,100000,5,0,Bachelors,Professional,No Owner,1,Asia,Matraville,New South Wales,Australia,3407 Pine Dr.,,1 (11) 500 555-0153,01-07-2004 00:00,Person,
18316,29315,,"Gomez, Jill",11-10-1958 00:00,M,F,90000,2,0,Bachelors,Professional,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,6594 Glen Wood Drive,,1 (11) 500 555-0116,11-11-2003 00:00,Person,
18317,29316,,"Romero, Max",22-11-1958 00:00,S,M,90000,2,0,Bachelors,Professional,No Owner,1,Asia,Matraville,New South Wales,Australia,"19, rue Surcouf",,1 (11) 500 555-0168,14-11-2003 00:00,Person,
368,11367,,"Nara, Calvin",22-02-1979 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,North Sydney,New South Wales,Australia,5795 Morning Glory Dr.,,1 (11) 500 555-0193,08-01-2004 00:00,Person,
1245,12244,,"Huang, Amy",22-11-1980 00:00,M,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Rhodes,New South Wales,Australia,7806 Reliez Valley Ct.,,1 (11) 500 555-0197,20-08-2003 00:00,Person,
1248,12247,,"Raman, Brandy",18-10-1979 00:00,S,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Darlinghurst,New South Wales,Australia,30 Rolling Green Circle,,1 (11) 500 555-0142,05-08-2003 00:00,Person,
1250,12249,,"Cai, Jessie",16-09-1978 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Matraville,New South Wales,Australia,2429 Brown Street,,1 (11) 500 555-0192,30-09-2003 00:00,Person,
1588,12587,,"Travers, Danny",20-08-1978 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Milsons Point,New South Wales,Australia,6908 Woodchuck Pl.,,1 (11) 500 555-0127,06-05-2004 00:00,Person,
2525,13524,,"Blanco, Cheryl",11-08-1978 00:00,M,F,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Sydney,New South Wales,Australia,7546 Gonzalez Ct.,,1 (11) 500 555-0118,22-12-2002 00:00,Person,
2526,13525,,"Van, Cassandra",09-02-1978 00:00,M,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Lavender Bay,New South Wales,Australia,2559 Altura Drive,,1 (11) 500 555-0110,08-12-2002 00:00,Person,
3130,14129,,"Martinez, Monica",18-10-1979 00:00,M,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Silverwater,New South Wales,Australia,9018 Vallet Crest Drive,,1 (11) 500 555-0162,02-02-2003 00:00,Person,
3131,14130,,"Serrano, Rebekah",14-03-1979 00:00,M,F,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Malabar,New South Wales,Australia,9037 Valley High Dr.,,1 (11) 500 555-0118,04-02-2003 00:00,Person,
3132,14131,,"Navarro, Javier",16-08-1978 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Coffs Harbour,New South Wales,Australia,5671 Dimaggio Way,,1 (11) 500 555-0169,09-02-2003 00:00,Person,
3323,14322,,"Thomas, Sydney",10-07-1958 00:00,S,F,90000,2,0,Bachelors,Management,House Owner,1,Asia,Coffs Harbour,New South Wales,Australia,3242 Coralie Drive,,1 (11) 500 555-0177,04-03-2003 00:00,Person,
4037,15036,,"She, Derek",23-08-1979 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Silverwater,New South Wales,Australia,9652 Los Angeles,,1 (11) 500 555-0161,18-04-2003 00:00,Person,
4038,15037,,"Raji, Jaime",23-08-1979 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Rhodes,New South Wales,Australia,1679 Bay View Drive,,1 (11) 500 555-0160,25-04-2003 00:00,Person,
4039,15038,,"Yang, Cedric",12-07-1978 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Milsons Point,New South Wales,Australia,2989 Pepper Way,,1 (11) 500 555-0158,27-04-2003 00:00,Person,
4235,15234,,"Moreno, Kathleen",25-07-1958 00:00,S,F,100000,4,0,Bachelors,Management,House Owner,1,Asia,Springwood,New South Wales,Australia,4201 Logan Court,,1 (11) 500 555-0119,26-09-2003 00:00,Person,
4646,15645,,"Gill, Javier",12-03-1979 00:00,M,M,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Newcastle,New South Wales,Australia,3440 Alvina Drive,,1 (11) 500 555-0180,06-05-2003 00:00,Person,
5526,16525,,"Liang, Martha",25-05-1978 00:00,M,F,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Goulburn,New South Wales,Australia,2987 Wiget Lane,,1 (11) 500 555-0131,17-07-2001 00:00,Person,
5528,16527,,"Arun, Cory",20-06-1978 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Milsons Point,New South Wales,Australia,5455 Grenola Dr,,1 (11) 500 555-0118,11-07-2001 00:00,Person,
5530,16529,,"Gutierrez, Jonathon",28-07-1977 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Goulburn,New South Wales,Australia,3571 N St.,,1 (11) 500 555-0161,05-07-2001 00:00,Person,
5709,16708,,"Sanz, Kellie",11-10-1958 00:00,S,F,90000,2,0,Bachelors,Management,No Owner,1,Asia,Lavender Bay,New South Wales,Australia,3189 La Salle St.,,1 (11) 500 555-0137,22-08-2001 00:00,Person,
6733,17732,,"Rodriguez, Allen",18-08-1979 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Newcastle,New South Wales,Australia,485 Starlyn Dr.,,1 (11) 500 555-0148,08-10-2001 00:00,Person,
6734,17733,,"Gill, Alberto",27-08-1979 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Malabar,New South Wales,Australia,2753 Galloway Dr.,,1 (11) 500 555-0140,13-10-2001 00:00,Person,
6919,17918,,"Zeng, Suzanne",12-10-1978 00:00,M,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Springwood,New South Wales,Australia,9682 Concord,,1 (11) 500 555-0188,28-10-2001 00:00,Person,
6921,17920,,"Yuan, Bradley",16-03-1978 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,North Ryde,New South Wales,Australia,7352 Mt. Wilson Pl.,,1 (11) 500 555-0142,06-10-2001 00:00,Person,
6923,17922,,"Schmidt, Shane",16-03-1978 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Lane Cove,New South Wales,Australia,1431 Rancho View Drive,,1 (11) 500 555-0152,30-10-2001 00:00,Person,
6926,17925,,"Raji, Bradley",20-09-1977 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Darlinghurst,New South Wales,Australia,3000 Wildcat Circle,,1 (11) 500 555-0133,12-10-2001 00:00,Person,
6927,17926,,"Ramos, Carolyn",04-11-1977 00:00,M,F,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Springwood,New South Wales,Australia,9834 Vista Del Rio,,1 (11) 500 555-0161,27-10-2001 00:00,Person,
7304,18303,,"Serrano, Shannon",10-07-1958 00:00,S,M,90000,2,0,Bachelors,Management,No Owner,1,Asia,North Sydney,New South Wales,Australia,9064 La Paz,,1 (11) 500 555-0122,18-12-2001 00:00,Person,
8272,19271,,"Fernandez, Kristopher",15-05-1978 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Port Macquarie,New South Wales,Australia,8267 Lavene Way,,1 (11) 500 555-0162,03-02-2002 00:00,Person,
8624,19623,,"Tang, Cristina",10-11-1958 00:00,M,F,100000,4,0,Bachelors,Management,House Owner,2,Asia,Newcastle,New South Wales,Australia,7223 Brush Creek Court,,1 (11) 500 555-0188,07-12-2003 00:00,Person,
9160,20159,,"Zhu, Ernest",04-06-1979 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Matraville,New South Wales,Australia,2665 Escobar,,1 (11) 500 555-0163,15-04-2002 00:00,Person,
9817,20816,,"Ross, Connor",12-07-1980 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Port Macquarie,New South Wales,Australia,6093 Olivera Road,,1 (11) 500 555-0171,20-06-2002 00:00,Person,
9820,20819,,"Madan, Raymond",21-02-1979 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Port Macquarie,New South Wales,Australia,8790 Geary Court,,1 (11) 500 555-0190,04-06-2002 00:00,Person,
9986,20985,,"Liu, Autumn",17-01-1980 00:00,M,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Sydney,New South Wales,Australia,3162 Aspect Dr,,1 (11) 500 555-0135,23-06-2002 00:00,Person,
9998,20997,,"Ashe, Joanna",10-07-1979 00:00,M,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Lane Cove,New South Wales,Australia,1561 Black Point Pl,,1 (11) 500 555-0119,21-07-2002 00:00,Person,
10001,21000,,"Perez, Geoffrey",26-03-1978 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Darlinghurst,New South Wales,Australia,692 Nahua,,1 (11) 500 555-0169,28-07-2002 00:00,Person,
11412,22411,,"He, Amy",05-11-1978 00:00,S,F,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Wollongong,New South Wales,Australia,2100 Linton Terr,,1 (11) 500 555-0116,25-11-2002 00:00,Person,
11577,22576,,"Xu, Tony",24-12-1980 00:00,S,M,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,North Ryde,New South Wales,Australia,8489 Barbie Dr.,,1 (11) 500 555-0154,02-11-2002 00:00,Person,
11578,22577,,"Sai, Bryant",02-06-1980 00:00,M,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Port Macquarie,New South Wales,Australia,8500 Byers Rd.,,1 (11) 500 555-0180,30-11-2002 00:00,Person,
11582,22581,,"Vazquez, Theresa",20-08-1979 00:00,M,F,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Wollongong,New South Wales,Australia,5227 Sutton Circle,,1 (11) 500 555-0116,11-11-2002 00:00,Person,
13007,24006,,"Deng, Peter",04-10-1979 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Rhodes,New South Wales,Australia,7989 Pinehurst Court,,1 (11) 500 555-0135,11-03-2003 00:00,Person,
13008,24007,,"Huang, Randy",27-03-1979 00:00,S,M,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,Wollongong,New South Wales,Australia,3107 High St,,1 (11) 500 555-0130,19-03-2003 00:00,Person,
13009,24008,,"Munoz, Monique",17-01-1979 00:00,M,F,20000,0,0,Bachelors,Clerical,No Owner,0,Asia,St. Leonards,New South Wales,Australia,7036 Las Quebrados Ln.,,1 (11) 500 555-0152,16-03-2003 00:00,Person,
13178,24177,,"Gill, Gina",04-02-1977 00:00,S,F,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Goulburn,New South Wales,Australia,9589 Eastgate Avenue,,1 (11) 500 555-0194,02-04-2003 00:00,Person,
13305,24304,,"Serrano, Beth",25-05-1958 00:00,S,F,100000,1,0,Bachelors,Management,No Owner,3,Asia,Milsons Point,New South Wales,Australia,"2, route de Marseille",,1 (11) 500 555-0148,28-05-2003 00:00,Person,
14243,25242,,"Hu, Susan",21-04-1958 00:00,S,F,90000,2,0,Bachelors,Management,No Owner,1,Asia,North Ryde,New South Wales,Australia,7943 Walnut Ave,,1 (11) 500 555-0181,15-06-2003 00:00,Person,
14560,25559,,"Sanchez, Troy",10-09-1980 00:00,S,M,20000,0,0,Bachelors,Clerical,House Owner,0,Asia,Lane Cove,New South Wales,Australia,4197 Ironwood Drive,,1 (11) 500 555-0138,27-09-2001 00:00,Person,
